score,tier,name,category,pitch_angle,instagram,facebook,phone,website,rating,reviews,address,maps_url,place_id
75,A,Coffee on the Way,cafe,no real website (uses www.facebook.com),,https://www.facebook.com/people/Coffee-on-the-Way/100057414793271/,+61 407 900 595,https://www.facebook.com/people/Coffee-on-the-Way/100057414793271/,0.0,0,146 Ferny Way Ferny Hills,https://www.google.com/maps/search/?api=1&query=Coffee+on+the+Way+146+Ferny+Way+Ferny+Hills,osm:node/9813583077
75,A,Proud To Serve,cafe,no real website (uses www.facebook.com),,https://www.facebook.com/people/PROUD-to-SERVE/100083122461252/,+61 433 790 454,https://www.facebook.com/people/PROUD-to-SERVE/100083122461252/,0.0,0,202 Samford Road Enoggera,https://www.google.com/maps/search/?api=1&query=Proud+To+Serve+202+Samford+Road+Enoggera,osm:node/11150416784
75,A,Fraser's Newstead,cafe,no real website (uses www.instagram.com),https://www.instagram.com/frasersnewstead/,,,https://www.instagram.com/frasersnewstead/,0.0,0,12 Commercial Road,https://www.google.com/maps/search/?api=1&query=Fraser%27s+Newstead+12+Commercial+Road,osm:node/12145208585
75,A,Vinty Bean,cafe,no real website (uses www.instagram.com),https://www.instagram.com/vintybean/,,,https://www.instagram.com/vintybean/,0.0,0,53 Vernon Terrace,https://www.google.com/maps/search/?api=1&query=Vinty+Bean+53+Vernon+Terrace,osm:node/12724489665
75,A,The Woolshed.,cafe,no real website (uses www.instagram.com),https://www.instagram.com/woolshed.bne/,,,https://www.instagram.com/woolshed.bne/,0.0,0,15 Helen Street,https://www.google.com/maps/search/?api=1&query=The+Woolshed.+15+Helen+Street,osm:node/12738780913
75,A,Rooka Acai,cafe,no real website (uses www.instagram.com),https://www.instagram.com/rookaacai,,+61 435 383 803,https://www.instagram.com/rookaacai,0.0,0,,https://www.google.com/maps/search/?api=1&query=Rooka+Acai,osm:node/13264336826
75,A,El Cafe,cafe,no real website (uses www.facebook.com),https://www.instagram.com/elcafe2017,https://www.facebook.com/elcafe2017/,+61 451 522 419,https://www.facebook.com/elcafe2017/,0.0,0,27 Commercial Road Newstead,https://www.google.com/maps/search/?api=1&query=El+Cafe+27+Commercial+Road+Newstead,osm:node/14159289232
75,A,Little Red Providore,cafe,no real website (uses www.facebook.com),,https://www.facebook.com/littleredprovidore/,+61 7 3369 4044,https://www.facebook.com/littleredprovidore/,0.0,0,63 Windsor Road,https://www.google.com/maps/search/?api=1&query=Little+Red+Providore+63+Windsor+Road,osm:way/53155641
75,A,Sundays Cafe,cafe,no real website (uses www.facebook.com),,https://www.facebook.com/SundaysCoffeeHouseRocklea/,+61 7 3150 8771,https://www.facebook.com/SundaysCoffeeHouseRocklea/,0.0,0,59 Brooke Street Rocklea,https://www.google.com/maps/search/?api=1&query=Sundays+Cafe+59+Brooke+Street+Rocklea,osm:way/310777492
75,A,Pimnipa Thai Kitchen,restaurant,no real website (uses m.facebook.com),,https://m.facebook.com/61579010138892/,+61 422 906 464,https://m.facebook.com/61579010138892/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Pimnipa+Thai+Kitchen,osm:node/10000844190
75,A,Block House Coffe,restaurant,no real website (uses www.facebook.com),,https://www.facebook.com/Blockhouseeatdrink/,+61 7 3172 6869,https://www.facebook.com/Blockhouseeatdrink/,0.0,0,130 Ryans Road Nundah,https://www.google.com/maps/search/?api=1&query=Block+House+Coffe+130+Ryans+Road+Nundah,osm:node/10187571033
75,A,Sushi Gruhi,restaurant,no real website (uses www.facebook.com),,https://www.facebook.com/sushiaruhi/,,https://www.facebook.com/sushiaruhi/,0.0,0,10 Lakeview Promenade Newport,https://www.google.com/maps/search/?api=1&query=Sushi+Gruhi+10+Lakeview+Promenade+Newport,osm:node/13444796822
75,A,Graceville Pizza,restaurant,no real website (uses www.facebook.com),,https://www.facebook.com/GracevillePizza/,+61 7 3568 6888,https://www.facebook.com/GracevillePizza/,0.0,0,158 Graceville Avenue,https://www.google.com/maps/search/?api=1&query=Graceville+Pizza+158+Graceville+Avenue,osm:node/14085277145
75,A,Momiji,restaurant,no real website (uses www.facebook.com),,https://www.facebook.com/MomijiJapaneseRestaurant/,+61 425 620 360,https://www.facebook.com/MomijiJapaneseRestaurant/,0.0,0,27 Commercial Road Newstead,https://www.google.com/maps/search/?api=1&query=Momiji+27+Commercial+Road+Newstead,osm:node/14159289216
75,A,Caxton Street Brewing Co,restaurant,no real website (uses www.instagram.com),https://www.instagram.com/caxtonstreetbrewing/?hl=en,,,https://www.instagram.com/caxtonstreetbrewing/?hl=en,0.0,0,52 Petrie Terrace,https://www.google.com/maps/search/?api=1&query=Caxton+Street+Brewing+Co+52+Petrie+Terrace,osm:way/369314757
75,A,Yabby Road,takeaway,no real website (uses www.facebook.com),,https://www.facebook.com/yabbeyroad/,+61 499 922 239,https://www.facebook.com/yabbeyroad/,0.0,0,133 Redcliffe Parade,https://www.google.com/maps/search/?api=1&query=Yabby+Road+133+Redcliffe+Parade,osm:node/7081690009
75,A,Kebab & Charcoal Place,takeaway,no real website (uses www.facebook.com),,https://www.facebook.com/kebabncharcoalplace,+61 7 3607 1058,https://www.facebook.com/kebabncharcoalplace,0.0,0,,https://www.google.com/maps/search/?api=1&query=Kebab+%26+Charcoal+Place,osm:node/9457099194
75,A,G-Free Donuts,takeaway,no real website (uses www.instagram.com),https://www.instagram.com/gfreedonuts.uq,,+61 404 599 213,https://www.instagram.com/gfreedonuts.uq,0.0,0,,https://www.google.com/maps/search/?api=1&query=G-Free+Donuts,osm:node/14088706960
75,A,Red Dolphin Seafoods,takeaway,no real website (uses www.facebook.com),,https://www.facebook.com/profile.php?id=100071592963125,+61 7 3284 8703,https://www.facebook.com/profile.php?id=100071592963125,0.0,0,17 Margate Parade,https://www.google.com/maps/search/?api=1&query=Red+Dolphin+Seafoods+17+Margate+Parade,osm:way/390556888
75,A,Flat Lizard Brewing,bar or pub,no real website (uses www.facebook.com),,https://www.facebook.com/flatlizardbrewing/,,https://www.facebook.com/flatlizardbrewing/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Flat+Lizard+Brewing,osm:node/11357374949
75,A,Ferny Way Bakery,bakery,no real website (uses www.facebook.com),,https://www.facebook.com/Ferny-Way-Bakery-689190028097407/,+61 7 3351 2708,https://www.facebook.com/Ferny-Way-Bakery-689190028097407/,0.0,0,146 Ferny Way Ferny Hills,https://www.google.com/maps/search/?api=1&query=Ferny+Way+Bakery+146+Ferny+Way+Ferny+Hills,osm:node/9813583081
75,A,Karana Krusty Bakery,bakery,no real website (uses www.facebook.com),,https://www.facebook.com/Bakery-Karana-Downs-624286981023430/,+61 7 3201 0104,https://www.facebook.com/Bakery-Karana-Downs-624286981023430/,0.0,0,1 College Road Karana Downs,https://www.google.com/maps/search/?api=1&query=Karana+Krusty+Bakery+1+College+Road+Karana+Downs,osm:node/9839028501
75,A,Scotty Barberino's Barber Shop,barber or hairdresser,no real website (uses facebook.com),,https://facebook.com/scottybarberinos/,+61 7 3289 2468,https://facebook.com/scottybarberinos/,0.0,0,37 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Scotty+Barberino%27s+Barber+Shop+37+Main+Street+Samford+Village,osm:node/615115537
75,A,Crown and Co Barbers,barber or hairdresser,no real website (uses www.facebook.com),,https://www.facebook.com/crownandcobarbers/?ref=page_internal,,https://www.facebook.com/crownandcobarbers/?ref=page_internal,0.0,0,Brunswick Street Fortitude Valley,https://www.google.com/maps/search/?api=1&query=Crown+and+Co+Barbers+Brunswick+Street+Fortitude+Valley,osm:node/7003674985
75,A,Bella Vision Hair Studio,barber or hairdresser,no real website (uses www.facebook.com),,https://www.facebook.com/bellavisionhairstudio132,+61 7 3351 0200,https://www.facebook.com/bellavisionhairstudio132/,0.0,0,146 Ferny Way Ferny Hills,https://www.google.com/maps/search/?api=1&query=Bella+Vision+Hair+Studio+146+Ferny+Way+Ferny+Hills,osm:node/9813583082
75,A,Brass Knuckles Barber,barber or hairdresser,no real website (uses www.instagram.com),https://www.instagram.com/brassknuckles_barber/,,+61 493 369 135,https://www.instagram.com/brassknuckles_barber/,0.0,0,448 Enoggera Road Alderley,https://www.google.com/maps/search/?api=1&query=Brass+Knuckles+Barber+448+Enoggera+Road+Alderley,osm:node/11180909945
75,A,Kin Barbershop,barber or hairdresser,no real website (uses kinbarbershop.square.site),,https://www.facebook.com/p/Kin-Barbershop-61557611918699,+61 411 614 614,https://kinbarbershop.square.site/,0.0,0,95 Samford Road Alderley,https://www.google.com/maps/search/?api=1&query=Kin+Barbershop+95+Samford+Road+Alderley,osm:node/12545535658
75,A,Terry Dobie Hairdressing,barber or hairdresser,no real website (uses terrydobiehair.wixsite.com),,https://www.facebook.com/Terrydobiehair/,,https://terrydobiehair.wixsite.com/mysite,0.0,0,210 Redland Bay Road Capalaba,https://www.google.com/maps/search/?api=1&query=Terry+Dobie+Hairdressing+210+Redland+Bay+Road+Capalaba,osm:node/13179363365
75,A,Nail Today,beauty salon,no real website (uses www.facebook.com),,https://www.facebook.com/profile.php?id=100063881476277,+61 414 266 235,https://www.facebook.com/profile.php?id=100063881476277,0.0,0,,https://www.google.com/maps/search/?api=1&query=Nail+Today,osm:node/9653127489
75,A,Kadison And Lealta,florist,no real website (uses www.facebook.com),,https://www.facebook.com/kadisonandlealta/,+61 431 454 413,https://www.facebook.com/kadisonandlealta/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Kadison+And+Lealta,osm:node/9531229132
75,A,Canary Lane,boutique,no real website (uses www.facebook.com),,https://www.facebook.com/Canary-Lane-686290855153091/,+61 7 3852 2997,https://www.facebook.com/Canary-Lane-686290855153091/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Canary+Lane,osm:node/9470434950
75,A,Shady Dayz Gifts & Homewares,gift or homewares,no real website (uses www.facebook.com),,https://www.facebook.com/shadydayzgifts/,+61 7 3289 1833,https://www.facebook.com/shadydayzgifts/,0.0,0,40 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Shady+Dayz+Gifts+%26+Homewares+40+Main+Street+Samford+Village,osm:node/6284238877
75,A,Petrie 2nd Hand Furniture,gift or homewares,no real website (uses petrie-secondhand-furniture.business.site),,https://www.facebook.com/people/Petrie-secondhand-furniture/100057573274067/,+61 432 059 374,https://petrie-secondhand-furniture.business.site/,0.0,0,11 Dayboro Road,https://www.google.com/maps/search/?api=1&query=Petrie+2nd+Hand+Furniture+11+Dayboro+Road,osm:node/9531217766
75,A,Cherished Creations,gift or homewares,no real website (uses www.facebook.com),,https://www.facebook.com/cherishedcreationshandmade/,+61 419 343 235,https://www.facebook.com/cherishedcreationshandmade/,0.0,0,37 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Cherished+Creations+37+Main+Street+Samford+Village,osm:node/9722466736
75,A,Makers on Main,gift or homewares,no real website (uses www.facebook.com),,https://www.facebook.com/Makers-On-Main-281063809243994/,+61 458 966 151,https://www.facebook.com/Makers-On-Main-281063809243994/,0.0,0,48 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Makers+on+Main+48+Main+Street+Samford+Village,osm:node/9722466747
75,A,Shear Designz,pet business,no real website (uses www.facebook.com),,https://www.facebook.com/caninestylist.com.au/,+61 7 3889 0333,https://www.facebook.com/caninestylist.com.au/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Shear+Designz,osm:node/9531241843
75,A,Next Up Performance & Dyno Tuning,mechanic,no real website (uses www.facebook.com),,https://www.facebook.com/next.up.5/,,https://www.facebook.com/next.up.5/,0.0,0,115 Dollis Street Rocklea,https://www.google.com/maps/search/?api=1&query=Next+Up+Performance+%26+Dyno+Tuning+115+Dollis+Street+Rocklea,osm:node/6282044511
75,A,Prince Auto & Tyre Service,mechanic,no real website (uses www.facebook.com),,https://www.facebook.com/princeauto111/,+61 402 779 568,https://www.facebook.com/princeauto111/,0.0,0,115 Dollis Street Rocklea,https://www.google.com/maps/search/?api=1&query=Prince+Auto+%26+Tyre+Service+115+Dollis+Street+Rocklea,osm:node/6282044560
75,A,Ascot Automotive,mechanic,no real website (uses www.facebook.com),,https://www.facebook.com/ascotautomotive4007/,+61 7 3262 2433,https://www.facebook.com/ascotautomotive4007/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Ascot+Automotive,osm:node/9470360661
75,A,Dinmore Fruit Barn,deli or specialty food,no real website (uses www.facebook.com),,https://www.facebook.com/pages/Dinmore-Fruit-Barn/190399727707208,+61 7 3282 4221,https://www.facebook.com/pages/Dinmore-Fruit-Barn/190399727707208,0.0,0,25 Brisbane Road Dinmore,https://www.google.com/maps/search/?api=1&query=Dinmore+Fruit+Barn+25+Brisbane+Road+Dinmore,osm:node/11935977737
67,A,Supperclub Maggie May,restaurant,security certificate error (browsers warn visitors away),https://www.instagram.com/maggiemaybne,https://www.facebook.com/maggiemaybne,+61 7 3166 2479,https://maggiemaybne.com.au/,0.0,0,84 Longland Street Newstead,https://www.google.com/maps/search/?api=1&query=Supperclub+Maggie+May+84+Longland+Street+Newstead,osm:node/4648425493
67,A,Wavell Heights Kindergarten,childcare,security certificate error (browsers warn visitors away),,https://www.facebook.com/WHKindy/,,https://www.wavellheightskindergarten.com.au,0.0,0,175 Edinburgh Castle Road Wavell Heights,https://www.google.com/maps/search/?api=1&query=Wavell+Heights+Kindergarten+175+Edinburgh+Castle+Road+Wavell+Heights,osm:way/1429709819
67,A,Dutton Park Family Dental,dentist,security certificate error (browsers warn visitors away),https://www.instagram.com/duttonparkfamilydental,,+61 7 3179 7800,https://www.duttonparkfamilydental.com.au/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Dutton+Park+Family+Dental,osm:node/14178875661
67,A,Oxley Nursery,landscaper,security certificate error (browsers warn visitors away),,https://www.facebook.com/oxleynursery/,,https://www.oxleynursery.com.au/,0.0,0,174 Dowding Street Oxley,https://www.google.com/maps/search/?api=1&query=Oxley+Nursery+174+Dowding+Street+Oxley,osm:node/12697735512
58,B,Embroidery Queen,boutique,no HTTPS (browser shows 'Not secure'); not mobile-friendly (no viewport tag),https://www.instagram.com/embroideryqueenau,https://www.facebook.com/EmbroideryQueens,+61 422 597 294,http://www.embroideryqueen.com.au/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Embroidery+Queen,osm:node/10246022829
58,B,Proactive Coaching,allied health,no HTTPS (browser shows 'Not secure'); not mobile-friendly (no viewport tag),,https://www.facebook.com/lindsay.trims,+61 411 036 297,http://proactivecoaching.net/,0.0,0,288 Dawson Parade Arana Hills,https://www.google.com/maps/search/?api=1&query=Proactive+Coaching+288+Dawson+Parade+Arana+Hills,osm:node/12090188674
58,B,Av-A-Chat Cafe,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/vietnameseavachatcafe/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Av-A-Chat+Cafe,osm:node/375807944
58,B,Croix Croissant,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/croixssant.bne,,,,0.0,0,68 Commercial Road,https://www.google.com/maps/search/?api=1&query=Croix+Croissant+68+Commercial+Road,osm:node/2517306125
58,B,Blue Poppy,cafe,"no website listed, only social media (verify on Google Maps)",,http://facebook.com/thebluepoppy/,,,0.0,0,32 Asquith Street,https://www.google.com/maps/search/?api=1&query=Blue+Poppy+32+Asquith+Street,osm:node/3994876142
58,B,The Single Guys Coffee Co.,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/thesingleguys/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=The+Single+Guys+Coffee+Co.,osm:node/5026396981
58,B,York St Espresso Bar,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/yorkstreetespressobar/,+61 433 463 420,,0.0,0,83 York Street Nundah,https://www.google.com/maps/search/?api=1&query=York+St+Espresso+Bar+83+York+Street+Nundah,osm:node/5142262303
58,B,Cafe Bliss,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/people/CAFE-BLISS-Kenmore/61577009025197/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Cafe+Bliss,osm:node/5589513485
58,B,Fiori Kitchen and Bar,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/Fiori.Kitchen.bar/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Fiori+Kitchen+and+Bar,osm:node/5589513486
58,B,BizziBee Cafe,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/bizzibeecafe/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=BizziBee+Cafe,osm:node/5795024464
58,B,Vito's Cucina & Bar Ascot,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/vitosascot/,,,0.0,0,188 Nudgee Road Ascot,https://www.google.com/maps/search/?api=1&query=Vito%27s+Cucina+%26+Bar+Ascot+188+Nudgee+Road+Ascot,osm:node/6364769860
58,B,Mean Beanz Espresso,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/MeanBeanzEspresso,,,0.0,0,60 Blamey Street Kelvin Grove,https://www.google.com/maps/search/?api=1&query=Mean+Beanz+Espresso+60+Blamey+Street+Kelvin+Grove,osm:node/6389769199
58,B,Nurse Station Coffee and Juice Bar,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/nursestationcafe,https://www.facebook.com/nursestationcafe,+61 7 3010 5722,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Nurse+Station+Coffee+and+Juice+Bar,osm:node/6649838306
58,B,Doc Brown,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/docbrowncafe,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Doc+Brown,osm:node/6897256151
58,B,Upbeat,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/upbeat.cafe_/,https://www.facebook.com/people/Upbeat-Cafe/61578887307099/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Upbeat,osm:node/7940317715
58,B,Laneway 86,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/laneway86/,,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Laneway+86,osm:node/9263386994
58,B,Mow and Co.,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/hellomowandco/,,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Mow+and+Co.,osm:node/9687104608
58,B,Fiddle Leaf,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/fiddleleafbrisbane,+61 7 3902 1361,,0.0,0,7 Corio Street Bulimba,https://www.google.com/maps/search/?api=1&query=Fiddle+Leaf+7+Corio+Street+Bulimba,osm:node/9702934458
58,B,Pure Shot Cafe,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/pureshotcafe,,,0.0,0,28 Doherty Street Brendale,https://www.google.com/maps/search/?api=1&query=Pure+Shot+Cafe+28+Doherty+Street+Brendale,osm:node/9903331792
58,B,Sips O'clock,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/sipsoclock/,,,,0.0,0,75 Grey Street South Brisbane,https://www.google.com/maps/search/?api=1&query=Sips+O%27clock+75+Grey+Street+South+Brisbane,osm:node/10001812941
58,B,Grumpy Monkey's Coffee Nook,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/GrumpyMonkeysCoffeeNook/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Grumpy+Monkey%27s+Coffee+Nook,osm:node/10243598143
58,B,The Baristorian,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/TheBaristorian/,,,0.0,0,165 Main Avenue,https://www.google.com/maps/search/?api=1&query=The+Baristorian+165+Main+Avenue,osm:node/10836721188
58,B,Death Star Canteen,cafe,"no website listed, only social media (verify on Google Maps)",https://instagram.com/deathstarbrisbane,https://facebook.com/deathstarcanteenbrisbane/,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Death+Star+Canteen,osm:node/10897848650
58,B,POD Espresso,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/podespresso/,+61 435 273 186,,0.0,0,275 Stafford Road Stafford,https://www.google.com/maps/search/?api=1&query=POD+Espresso+275+Stafford+Road+Stafford,osm:node/11092838537
58,B,Make My Day,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/makemyday.cafe,,,,0.0,0,3c Gibbon Street,https://www.google.com/maps/search/?api=1&query=Make+My+Day+3c+Gibbon+Street,osm:node/12475184494
58,B,La Familia Espesso Bar,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/lafamiliacoffeeco,+61 434 901 366,,0.0,0,20 Minimine Street,https://www.google.com/maps/search/?api=1&query=La+Familia+Espesso+Bar+20+Minimine+Street,osm:node/12714931559
58,B,I DO,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/idocafe_auchenflower,,+61 493 713 688,,0.0,0,28 Grimes Street Auchenflower,https://www.google.com/maps/search/?api=1&query=I+DO+28+Grimes+Street+Auchenflower,osm:node/12993513396
58,B,Rocklea Roast,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/rocklearoast,,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Rocklea+Roast,osm:node/13058794991
58,B,Studio Solo and Co,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/p/Studio-Solo-Co-100063505363434/,,,0.0,0,20 Nellie Street Nundah,https://www.google.com/maps/search/?api=1&query=Studio+Solo+and+Co+20+Nellie+Street+Nundah,osm:node/13164289071
58,B,Double Maker Coffee,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/DoubleMakerCoffee,,,0.0,0,126 Margaret Street,https://www.google.com/maps/search/?api=1&query=Double+Maker+Coffee+126+Margaret+Street,osm:node/13300720301
58,B,Zmirk Co.,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/zmirk.bne,,,,0.0,0,220 Annerley Road,https://www.google.com/maps/search/?api=1&query=Zmirk+Co.+220+Annerley+Road,osm:node/13476127601
58,B,Manka Cafe,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/manka_cafe,,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Manka+Cafe,osm:node/13687480301
58,B,Orange Tea Brisbane One,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/OrangeTeaAustralia,+61 413 871 636,,0.0,0,Peel Street,https://www.google.com/maps/search/?api=1&query=Orange+Tea+Brisbane+One+Peel+Street,osm:node/13921873501
58,B,Snug Cafe,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/snug.bne,,,,0.0,0,321 Chatsworth Road,https://www.google.com/maps/search/?api=1&query=Snug+Cafe+321+Chatsworth+Road,osm:node/13982239304
58,B,Cafe 33,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/cafe_33_brisbane,,,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Cafe+33,osm:node/14199527201
58,B,Augustus Espresso,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/Augustus.Espresso/,+61 7 3902 0025,,0.0,0,140 Oxford Street Bulimba,https://www.google.com/maps/search/?api=1&query=Augustus+Espresso+140+Oxford+Street+Bulimba,osm:way/490615377
58,B,Abode Cafe,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/abodeonHillsdon,+61 7 3371 9874,,0.0,0,,https://www.google.com/maps/search/?api=1&query=Abode+Cafe,osm:way/589457014
58,B,Le Cafe Ashgrove,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/Lecafeashgrove/,+61 7 3366 6234,,0.0,0,486 Waterworks Road Ashgrove,https://www.google.com/maps/search/?api=1&query=Le+Cafe+Ashgrove+486+Waterworks+Road+Ashgrove,osm:way/864923427
58,B,Farmhouse Cafe,cafe,"no website listed, only social media (verify on Google Maps)",https://www.instagram.com/FARMHOUSEKEDRON,https://www.facebook.com/farmhousekedron/,+61 7 3861 1956,,0.0,0,9 Somerset Road Kedron,https://www.google.com/maps/search/?api=1&query=Farmhouse+Cafe+9+Somerset+Road+Kedron,osm:way/1354064483
58,B,Snag & Brown,cafe,"no website listed, only social media (verify on Google Maps)",,https://www.facebook.com/snagandbrownannerley/,+61 7 3848 8139,,0.0,0,97 Ekibin Road Annerley,https://www.google.com/maps/search/?api=1&query=Snag+%26+Brown+97+Ekibin+Road+Annerley,osm:way/1374625114
