score,tier,name,category,region,pitch_angle,instagram,facebook,phone,website,rating,reviews,address,maps_url,place_id
75,A,Coffee on the Way,cafe,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/people/Coffee-on-the-Way/100057414793271/,+61 407 900 595,https://www.facebook.com/people/Coffee-on-the-Way/100057414793271/,0.0,0,146 Ferny Way Ferny Hills,https://www.google.com/maps/search/?api=1&query=Coffee+on+the+Way+146+Ferny+Way+Ferny+Hills,osm:node/9813583077
75,A,Proud To Serve,cafe,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/people/PROUD-to-SERVE/100083122461252/,+61 433 790 454,https://www.facebook.com/people/PROUD-to-SERVE/100083122461252/,0.0,0,202 Samford Road Enoggera,https://www.google.com/maps/search/?api=1&query=Proud+To+Serve+202+Samford+Road+Enoggera,osm:node/11150416784
75,A,Fraser's Newstead,cafe,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/frasersnewstead/,,,https://www.instagram.com/frasersnewstead/,0.0,0,12 Commercial Road,https://www.google.com/maps/search/?api=1&query=Fraser%27s+Newstead+12+Commercial+Road,osm:node/12145208585
75,A,Vinty Bean,cafe,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/vintybean/,,,https://www.instagram.com/vintybean/,0.0,0,53 Vernon Terrace,https://www.google.com/maps/search/?api=1&query=Vinty+Bean+53+Vernon+Terrace,osm:node/12724489665
75,A,The Woolshed.,cafe,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/woolshed.bne/,,,https://www.instagram.com/woolshed.bne/,0.0,0,15 Helen Street,https://www.google.com/maps/search/?api=1&query=The+Woolshed.+15+Helen+Street,osm:node/12738780913
75,A,Rooka Acai,cafe,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/rookaacai,,+61 435 383 803,https://www.instagram.com/rookaacai,0.0,0,,https://www.google.com/maps/search/?api=1&query=Rooka+Acai,osm:node/13264336826
75,A,Little Red Providore,cafe,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/littleredprovidore/,+61 7 3369 4044,https://www.facebook.com/littleredprovidore/,0.0,0,63 Windsor Road,https://www.google.com/maps/search/?api=1&query=Little+Red+Providore+63+Windsor+Road,osm:way/53155641
75,A,Sundays Cafe,cafe,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/SundaysCoffeeHouseRocklea/,+61 7 3150 8771,https://www.facebook.com/SundaysCoffeeHouseRocklea/,0.0,0,59 Brooke Street Rocklea,https://www.google.com/maps/search/?api=1&query=Sundays+Cafe+59+Brooke+Street+Rocklea,osm:way/310777492
75,A,Pimnipa Thai Kitchen,restaurant,Brisbane,no real website (uses m.facebook.com),,https://m.facebook.com/61579010138892/,+61 422 906 464,https://m.facebook.com/61579010138892/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Pimnipa+Thai+Kitchen,osm:node/10000844190
75,A,Block House Coffe,restaurant,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/Blockhouseeatdrink/,+61 7 3172 6869,https://www.facebook.com/Blockhouseeatdrink/,0.0,0,130 Ryans Road Nundah,https://www.google.com/maps/search/?api=1&query=Block+House+Coffe+130+Ryans+Road+Nundah,osm:node/10187571033
75,A,Sushi Gruhi,restaurant,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/sushiaruhi/,,https://www.facebook.com/sushiaruhi/,0.0,0,10 Lakeview Promenade Newport,https://www.google.com/maps/search/?api=1&query=Sushi+Gruhi+10+Lakeview+Promenade+Newport,osm:node/13444796822
75,A,Graceville Pizza,restaurant,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/GracevillePizza/,+61 7 3568 6888,https://www.facebook.com/GracevillePizza/,0.0,0,158 Graceville Avenue,https://www.google.com/maps/search/?api=1&query=Graceville+Pizza+158+Graceville+Avenue,osm:node/14085277145
75,A,Momiji,restaurant,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/MomijiJapaneseRestaurant/,+61 425 620 360,https://www.facebook.com/MomijiJapaneseRestaurant/,0.0,0,27 Commercial Road Newstead,https://www.google.com/maps/search/?api=1&query=Momiji+27+Commercial+Road+Newstead,osm:node/14159289216
75,A,Caxton Street Brewing Co,restaurant,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/caxtonstreetbrewing/?hl=en,,,https://www.instagram.com/caxtonstreetbrewing/?hl=en,0.0,0,52 Petrie Terrace,https://www.google.com/maps/search/?api=1&query=Caxton+Street+Brewing+Co+52+Petrie+Terrace,osm:way/369314757
75,A,Yabby Road,takeaway,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/yabbeyroad/,+61 499 922 239,https://www.facebook.com/yabbeyroad/,0.0,0,133 Redcliffe Parade,https://www.google.com/maps/search/?api=1&query=Yabby+Road+133+Redcliffe+Parade,osm:node/7081690009
75,A,Kebab & Charcoal Place,takeaway,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/kebabncharcoalplace,+61 7 3607 1058,https://www.facebook.com/kebabncharcoalplace,0.0,0,,https://www.google.com/maps/search/?api=1&query=Kebab+%26+Charcoal+Place,osm:node/9457099194
75,A,G-Free Donuts,takeaway,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/gfreedonuts.uq,,+61 404 599 213,https://www.instagram.com/gfreedonuts.uq,0.0,0,,https://www.google.com/maps/search/?api=1&query=G-Free+Donuts,osm:node/14088706960
75,A,Red Dolphin Seafoods,takeaway,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/profile.php?id=100071592963125,+61 7 3284 8703,https://www.facebook.com/profile.php?id=100071592963125,0.0,0,17 Margate Parade,https://www.google.com/maps/search/?api=1&query=Red+Dolphin+Seafoods+17+Margate+Parade,osm:way/390556888
75,A,Flat Lizard Brewing,bar or pub,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/flatlizardbrewing/,,https://www.facebook.com/flatlizardbrewing/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Flat+Lizard+Brewing,osm:node/11357374949
75,A,Ferny Way Bakery,bakery,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/Ferny-Way-Bakery-689190028097407/,+61 7 3351 2708,https://www.facebook.com/Ferny-Way-Bakery-689190028097407/,0.0,0,146 Ferny Way Ferny Hills,https://www.google.com/maps/search/?api=1&query=Ferny+Way+Bakery+146+Ferny+Way+Ferny+Hills,osm:node/9813583081
75,A,Karana Krusty Bakery,bakery,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/Bakery-Karana-Downs-624286981023430/,+61 7 3201 0104,https://www.facebook.com/Bakery-Karana-Downs-624286981023430/,0.0,0,1 College Road Karana Downs,https://www.google.com/maps/search/?api=1&query=Karana+Krusty+Bakery+1+College+Road+Karana+Downs,osm:node/9839028501
75,A,Scotty Barberino's Barber Shop,barber or hairdresser,Brisbane,no real website (uses facebook.com),,https://facebook.com/scottybarberinos/,+61 7 3289 2468,https://facebook.com/scottybarberinos/,0.0,0,37 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Scotty+Barberino%27s+Barber+Shop+37+Main+Street+Samford+Village,osm:node/615115537
75,A,Crown and Co Barbers,barber or hairdresser,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/crownandcobarbers/?ref=page_internal,,https://www.facebook.com/crownandcobarbers/?ref=page_internal,0.0,0,Brunswick Street Fortitude Valley,https://www.google.com/maps/search/?api=1&query=Crown+and+Co+Barbers+Brunswick+Street+Fortitude+Valley,osm:node/7003674985
75,A,Bella Vision Hair Studio,barber or hairdresser,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/bellavisionhairstudio132,+61 7 3351 0200,https://www.facebook.com/bellavisionhairstudio132/,0.0,0,146 Ferny Way Ferny Hills,https://www.google.com/maps/search/?api=1&query=Bella+Vision+Hair+Studio+146+Ferny+Way+Ferny+Hills,osm:node/9813583082
75,A,Brass Knuckles Barber,barber or hairdresser,Brisbane,no real website (uses www.instagram.com),https://www.instagram.com/brassknuckles_barber/,,+61 493 369 135,https://www.instagram.com/brassknuckles_barber/,0.0,0,448 Enoggera Road Alderley,https://www.google.com/maps/search/?api=1&query=Brass+Knuckles+Barber+448+Enoggera+Road+Alderley,osm:node/11180909945
75,A,Kin Barbershop,barber or hairdresser,Brisbane,no real website (uses kinbarbershop.square.site),,https://www.facebook.com/p/Kin-Barbershop-61557611918699,+61 411 614 614,https://kinbarbershop.square.site/,0.0,0,95 Samford Road Alderley,https://www.google.com/maps/search/?api=1&query=Kin+Barbershop+95+Samford+Road+Alderley,osm:node/12545535658
75,A,Terry Dobie Hairdressing,barber or hairdresser,Brisbane,no real website (uses terrydobiehair.wixsite.com),,https://www.facebook.com/Terrydobiehair/,,https://terrydobiehair.wixsite.com/mysite,0.0,0,210 Redland Bay Road Capalaba,https://www.google.com/maps/search/?api=1&query=Terry+Dobie+Hairdressing+210+Redland+Bay+Road+Capalaba,osm:node/13179363365
75,A,Nail Today,beauty salon,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/profile.php?id=100063881476277,+61 414 266 235,https://www.facebook.com/profile.php?id=100063881476277,0.0,0,,https://www.google.com/maps/search/?api=1&query=Nail+Today,osm:node/9653127489
75,A,Kadison And Lealta,florist,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/kadisonandlealta/,+61 431 454 413,https://www.facebook.com/kadisonandlealta/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Kadison+And+Lealta,osm:node/9531229132
75,A,Canary Lane,boutique,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/Canary-Lane-686290855153091/,+61 7 3852 2997,https://www.facebook.com/Canary-Lane-686290855153091/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Canary+Lane,osm:node/9470434950
75,A,Shady Dayz Gifts & Homewares,gift or homewares,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/shadydayzgifts/,+61 7 3289 1833,https://www.facebook.com/shadydayzgifts/,0.0,0,40 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Shady+Dayz+Gifts+%26+Homewares+40+Main+Street+Samford+Village,osm:node/6284238877
75,A,Petrie 2nd Hand Furniture,gift or homewares,Brisbane,no real website (uses petrie-secondhand-furniture.business.site),,https://www.facebook.com/people/Petrie-secondhand-furniture/100057573274067/,+61 432 059 374,https://petrie-secondhand-furniture.business.site/,0.0,0,11 Dayboro Road,https://www.google.com/maps/search/?api=1&query=Petrie+2nd+Hand+Furniture+11+Dayboro+Road,osm:node/9531217766
75,A,Cherished Creations,gift or homewares,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/cherishedcreationshandmade/,+61 419 343 235,https://www.facebook.com/cherishedcreationshandmade/,0.0,0,37 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Cherished+Creations+37+Main+Street+Samford+Village,osm:node/9722466736
75,A,Makers on Main,gift or homewares,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/Makers-On-Main-281063809243994/,+61 458 966 151,https://www.facebook.com/Makers-On-Main-281063809243994/,0.0,0,48 Main Street Samford Village,https://www.google.com/maps/search/?api=1&query=Makers+on+Main+48+Main+Street+Samford+Village,osm:node/9722466747
75,A,Shear Designz,pet business,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/caninestylist.com.au/,+61 7 3889 0333,https://www.facebook.com/caninestylist.com.au/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Shear+Designz,osm:node/9531241843
75,A,Next Up Performance & Dyno Tuning,mechanic,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/next.up.5/,,https://www.facebook.com/next.up.5/,0.0,0,115 Dollis Street Rocklea,https://www.google.com/maps/search/?api=1&query=Next+Up+Performance+%26+Dyno+Tuning+115+Dollis+Street+Rocklea,osm:node/6282044511
75,A,Prince Auto & Tyre Service,mechanic,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/princeauto111/,+61 402 779 568,https://www.facebook.com/princeauto111/,0.0,0,115 Dollis Street Rocklea,https://www.google.com/maps/search/?api=1&query=Prince+Auto+%26+Tyre+Service+115+Dollis+Street+Rocklea,osm:node/6282044560
75,A,Ascot Automotive,mechanic,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/ascotautomotive4007/,+61 7 3262 2433,https://www.facebook.com/ascotautomotive4007/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Ascot+Automotive,osm:node/9470360661
75,A,Dinmore Fruit Barn,deli or specialty food,Brisbane,no real website (uses www.facebook.com),,https://www.facebook.com/pages/Dinmore-Fruit-Barn/190399727707208,+61 7 3282 4221,https://www.facebook.com/pages/Dinmore-Fruit-Barn/190399727707208,0.0,0,25 Brisbane Road Dinmore,https://www.google.com/maps/search/?api=1&query=Dinmore+Fruit+Barn+25+Brisbane+Road+Dinmore,osm:node/11935977737
75,A,Mrs Delicious,cafe,Cairns,no real website (uses www.facebook.com),,https://www.facebook.com/photo/?fbid=122113102580862715&set=a.122095944620862715,,https://www.facebook.com/photo/?fbid=122113102580862715&set=a.122095944620862715,0.0,0,,https://www.google.com/maps/search/?api=1&query=Mrs+Delicious,osm:node/10764785751
75,A,Sushi Roll King,restaurant,Cairns,no real website (uses www.facebook.com),,https://www.facebook.com/Sushi-Rollking-Sheridan-869079169913894/?notify_field=hours&modal=profile_completion,+61 490 251 556,https://www.facebook.com/Sushi-Rollking-Sheridan-869079169913894/?notify_field=hours&modal=profile_completion,0.0,0,129 Sheridan Street Cairns City,https://www.google.com/maps/search/?api=1&query=Sushi+Roll+King+129+Sheridan+Street+Cairns+City,osm:node/1939562769
75,A,BBQ Brothers,restaurant,Cairns,no real website (uses www.facebook.com),,https://www.facebook.com/bbqbrothersaustralia,,https://www.facebook.com/bbqbrothersaustralia,0.0,0,,https://www.google.com/maps/search/?api=1&query=BBQ+Brothers,osm:node/8750917138
75,A,Ganbaranba,restaurant,Cairns,no real website (uses www.instagram.com),https://www.instagram.com/cool_ganba,,,https://www.instagram.com/cool_ganba/,0.0,0,12-20 Spence Street,https://www.google.com/maps/search/?api=1&query=Ganbaranba+12-20+Spence+Street,osm:node/12819081101
75,A,Mister Cuts Barber Shop,barber or hairdresser,Cairns,no real website (uses www.facebook.com),,https://www.facebook.com/mistercutsbarbershopcairns,,https://www.facebook.com/mistercutsbarbershopcairns,0.0,0,,https://www.google.com/maps/search/?api=1&query=Mister+Cuts+Barber+Shop,osm:node/8743259067
75,A,Los Vegos,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Los-Vegos-Coolangatta-853780404959832/,+61 7 5599 3560,https://www.facebook.com/Los-Vegos-Coolangatta-853780404959832/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Los+Vegos,osm:node/5276878025
75,A,Cafe Kirra,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/cafekirra/,+61 7 5536 2614,https://www.facebook.com/cafekirra/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Cafe+Kirra,osm:node/5276900122
75,A,Elephant Grounds Cafe,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Elephant-Grounds-552246915107742/,+61 419 782 640,https://www.facebook.com/Elephant-Grounds-552246915107742/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Elephant+Grounds+Cafe,osm:node/8593711224
75,A,Seaway Kiosk,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/seawaykioskandjetty/,+61 7 5591 6970,https://www.facebook.com/seawaykioskandjetty/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Seaway+Kiosk,osm:node/8616342962
75,A,Cafe 1291,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Cafetwelve91/,+61 427 883 742,https://www.facebook.com/Cafetwelve91/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Cafe+1291,osm:node/8670882225
75,A,Good Day Coffee,cafe,Gold Coast,no real website (uses www.instagram.com),https://www.instagram.com/gooddaycoffee/?hl=en,,,https://www.instagram.com/gooddaycoffee/?hl=en,0.0,0,,https://www.google.com/maps/search/?api=1&query=Good+Day+Coffee,osm:node/9307958170
75,A,Niche & Co,cafe,Gold Coast,homepage shows an error page (HTTP 404),https://instagram.com/nicheandco,https://facebook.com/nicheandco,+61 7 5598 2535,https://nicheandco.com.au,0.0,0,449 Golden Four Drive,https://www.google.com/maps/search/?api=1&query=Niche+%26+Co+449+Golden+Four+Drive,osm:node/9319853697
75,A,Burleigh Beach Kiosk,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/burleighbeachkiosk,+61 7 5520 2972,https://www.facebook.com/burleighbeachkiosk,0.0,0,,https://www.google.com/maps/search/?api=1&query=Burleigh+Beach+Kiosk,osm:node/9347719886
75,A,Old Paris Cafe,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/oldparisvarsity/,+61 7 5636 7477,https://www.facebook.com/oldparisvarsity/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Old+Paris+Cafe,osm:node/9398497591
75,A,The Lott Cafe,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/The-Lott-Cafe-Robina-1803600919948866/,+61 7 5593 0388,https://www.facebook.com/The-Lott-Cafe-Robina-1803600919948866/,0.0,0,,https://www.google.com/maps/search/?api=1&query=The+Lott+Cafe,osm:node/9424240541
75,A,Mokacino's Cafe,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Mokacinos/,+61 401 993 633,https://www.facebook.com/Mokacinos/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Mokacino%27s+Cafe,osm:node/9424314270
75,A,West Brew Coffee,cafe,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/West-Brew-Coffee-106717397834618/,+61 437 541 888,https://www.facebook.com/West-Brew-Coffee-106717397834618/,0.0,0,,https://www.google.com/maps/search/?api=1&query=West+Brew+Coffee,osm:node/9448745744
75,A,Aperitivo Cafe,cafe,Gold Coast,no real website (uses www.instagram.com),https://www.instagram.com/aperitivo.cafe/,,+61 490 811 563,https://www.instagram.com/aperitivo.cafe/,0.0,0,8 Thrower Drive,https://www.google.com/maps/search/?api=1&query=Aperitivo+Cafe+8+Thrower+Drive,osm:node/14176109992
75,A,Sushi Honba,restaurant,Gold Coast,no real website (uses www.instagram.com),https://www.instagram.com/sushihonba/,,+61 455 609 642,https://www.instagram.com/sushihonba/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Sushi+Honba,osm:node/4272692290
75,A,Pollys Country Kitchen,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/PollysCountryKitchen/,+61 7 5530 3400,https://www.facebook.com/PollysCountryKitchen/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Pollys+Country+Kitchen,osm:node/4873971521
75,A,Mr Itoshin,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/itoshinnabe/,+61 411 130 747,https://www.facebook.com/itoshinnabe/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Mr+Itoshin,osm:node/9276824809
75,A,Pinto Thai,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/pintothaicoolangatta/,+61 7 5536 1165,https://www.facebook.com/pintothaicoolangatta/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Pinto+Thai,osm:node/9311657952
75,A,Cara Cara,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/caracaramexican/,+61 422 416 889,https://www.facebook.com/caracaramexican/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Cara+Cara,osm:node/9319863092
75,A,Lucky Mama Malaysian Restaurant,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Lucky-Mama-Restaurant-662520431028606/,+61 7 5598 2680,https://www.facebook.com/Lucky-Mama-Restaurant-662520431028606/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Lucky+Mama+Malaysian+Restaurant,osm:node/9320044777
75,A,Palm Garden Chinese Restaurant,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/PalmGardenChinese,+61 7 5534 3222,https://www.facebook.com/PalmGardenChinese,0.0,0,,https://www.google.com/maps/search/?api=1&query=Palm+Garden+Chinese+Restaurant,osm:node/9325924827
75,A,Wildernis Cafe and Bar,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/wilderniscafeandbar/,+61 7 5534 5428,https://www.facebook.com/wilderniscafeandbar/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Wildernis+Cafe+and+Bar,osm:node/9325947025
75,A,The Lake Brewhouse,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/thelakebrewhouse,+61 7 5593 3045,https://www.facebook.com/thelakebrewhouse,0.0,0,,https://www.google.com/maps/search/?api=1&query=The+Lake+Brewhouse,osm:node/9395991593
75,A,Sushi & Tempura,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Cherryblossomvarsity/,+61 7 5575 9506,https://www.facebook.com/Cherryblossomvarsity/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Sushi+%26+Tempura,osm:node/9398515426
75,A,Mandi Corner Gold Coast,restaurant,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/mandialarabiagoldcoast,+61 7 5517 4177,https://www.facebook.com/mandialarabiagoldcoast,0.0,0,1 Arthur Way Ormeau,https://www.google.com/maps/search/?api=1&query=Mandi+Corner+Gold+Coast+1+Arthur+Way+Ormeau,osm:node/9787080157
75,A,JJ's on Golden Four,takeaway,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/jjsongoldenfour/,+61 7 5534 1007,https://www.facebook.com/jjsongoldenfour/,0.0,0,,https://www.google.com/maps/search/?api=1&query=JJ%27s+on+Golden+Four,osm:node/8653715459
75,A,Big Chief,takeaway,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Big-Chief-Burgers-Coolangatta-182275748504697/,+61 7 5536 1088,https://www.facebook.com/Big-Chief-Burgers-Coolangatta-182275748504697/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Big+Chief,osm:node/9311642182
75,A,Flying Chicken,takeaway,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/pages/Flying-Chicken/2115204535392038,+61 7 5661 0848,https://www.facebook.com/pages/Flying-Chicken/2115204535392038,0.0,0,,https://www.google.com/maps/search/?api=1&query=Flying+Chicken,osm:node/9404091988
75,A,Pie Pie,bakery,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/piepieburleigh,+61 7 3103 3503,https://www.facebook.com/piepieburleigh,0.0,0,,https://www.google.com/maps/search/?api=1&query=Pie+Pie,osm:node/5419423087
75,A,Kirra Beach Bakery,bakery,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/kirrabeachbakery/,+61 7 5536 5358,https://www.facebook.com/kirrabeachbakery/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Kirra+Beach+Bakery,osm:node/9314302542
75,A,Art Taste Cafe,bakery,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Arttastecaferobina/,+61 7 5580 8609,https://www.facebook.com/Arttastecaferobina/,0.0,0,,https://www.google.com/maps/search/?api=1&query=Art+Taste+Cafe,osm:node/9424332683
75,A,First Wave Hair,barber or hairdresser,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/Firstwave-Hair-Salon-Tugun-1473721922922601/,+61 7 5534 3036,https://www.facebook.com/Firstwave-Hair-Salon-Tugun-1473721922922601/,0.0,0,,https://www.google.com/maps/search/?api=1&query=First+Wave+Hair,osm:node/9319962182
75,A,BarberLife,barber or hairdresser,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/varsity4227/,+61 423 663 425,https://www.facebook.com/varsity4227/,0.0,0,,https://www.google.com/maps/search/?api=1&query=BarberLife,osm:node/9398520052
75,A,DMH Palm Beach,barber or hairdresser,Gold Coast,no real website (uses www.facebook.com),,https://www.facebook.com/DMHPalmBeach/,+61 405 801 224,https://www.facebook.com/DMHPalmBeach/,0.0,0,,https://www.google.com/maps/search/?api=1&query=DMH+Palm+Beach,osm:node/9733985812
